"","mu2","mu5","mu6","mu7","mu8","mu10","gamma2","gamma5","gamma6","gamma7","gamma8","gamma10","f2","f5","f6","f7","f8","f10","grow","rel_fit"
"12",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"13",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"14",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"15",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"16",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"17",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"18",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"19",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"20",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"21",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"22",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"23",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"24",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"25",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"26",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"27",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"28",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"29",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"30",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"31",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"32",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"33",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"34",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"35",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"36",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"37",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"38",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"39",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"40",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"41",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"42",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"43",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"44",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"45",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"46",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"47",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"48",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"49",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"50",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"51",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"52",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"53",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"54",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"55",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"56",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"57",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"58",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"59",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"60",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"61",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"62",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"63",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"64",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"65",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"66",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"67",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"68",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"69",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
"70",2.58492135046923e-05,1.23694298645124e-07,0.0091543430464811,5.63000577873516e-06,0.0100363784007989,0.00644058325472071,1.03260990391265e-05,1.29510851107398e-06,7.43707130531284e-12,9.90849379073332e-07,1.18084441913925e-08,1.25138645913259e-12,-0.222792921010004,-0.311241161192935,0.635171096823821,-0.172511628201815,0.281506548980894,0.781415083339214,0.125465546487709,1.08138114848714
